32798 0 102 4317529474
34647 0 93 4317529487
35138 0 95 4317529500
1358 0 0 4317529513
0 0 0 4317529526
0 0 0 4317529539
0 0 0 4317529552
0 0 0 4317529565
0 0 0 4317529578
0 0 0 4317529591
0 0 0 4317529604
0 0 0 4317529617
0 0 0 4317529630
0 0 0 4317529643
0 0 0 4317529656
0 0 0 4317529669
0 0 0 4317529682
0 0 0 4317529695
0 0 0 4317529708
0 0 0 4317529721
0 0 0 4317529734
5298 0 22 4317529747
35225 0 95 4317529760
36735 0 95 4317529773
4406 0 7 4317529786
0 0 0 4317529799
0 0 0 4317529812
0 0 0 4317529825
0 0 0 4317529838
0 0 0 4317529851
0 0 0 4317529864
0 0 0 4317529877
0 0 0 4317529890
0 0 0 4317529903
0 0 0 4317529916
0 0 0 4317529929
0 0 0 4317529942
0 0 0 4317529955
0 0 0 4317529968
0 0 0 4317529981
0 0 0 4317529994
0 0 0 4317530007
12094 0 46 4317530020
32815 0 95 4317530033
21608 0 58 4317530046
0 0 0 4317530059
0 0 0 4317530072
0 0 0 4317530085
0 0 0 4317530098
0 0 0 4317530111
0 0 0 4317530124
0 0 0 4317530137
0 0 0 4317530150
0 0 0 4317530163
0 0 0 4317530176
0 0 0 4317530189
0 0 0 4317530202
0 0 0 4317530215
0 0 0 4317530228
0 0 0 4317530241
0 0 0 4317530254
5055 0 15 4317530267
5055 0 15 4317530280
18218 0 66 4317530293
27277 0 81 4317530306
0 0 0 4317530319
0 0 0 4317530332
0 0 0 4317530345
0 0 0 4317530358
0 0 0 4317530371
0 0 0 4317530384
0 0 0 4317530397
0 0 0 4317530410
0 0 0 4317530423
0 0 0 4317530436
0 0 0 4317530449
0 0 0 4317530462
0 0 0 4317530475
0 0 0 4317530488
0 0 0 4317530501
0 0 0 4317530514
8200 0 30 4317530527
4100 0 7 4317530540
6184 0 22 4317530553
16898 0 57 4317530566
9733 39 14 4317530579
0 0 0 4317530592
0 0 0 4317530605
0 0 0 4317530618
0 0 0 4317530631
0 0 0 4317530644
0 0 0 4317530657
0 0 0 4317530670
0 0 0 4317530683
0 0 0 4317530696
0 0 0 4317530709
0 0 0 4317530722
0 0 0 4317530735
0 0 0 4317530748
0 0 0 4317530761
4692 139 15 4317530774
3368 133 15 4317530787
3913 402 15 4317530800
2091 107 0 4317530813
2551 274 7 4317530826
7467 968 52 4317530839
5699 1004 36 4317530852
3795 841 29 4317530865
3299 843 22 4317530878
1509 404 0 4317530891
0 0 0 4317530904
0 0 0 4317530917
0 0 0 4317530930
0 0 0 4317530943
0 0 0 4317530956
0 0 0 4317530969
0 0 0 4317530982
0 0 0 4317530995
0 0 0 4317531008
0 0 0 4317531021
2622 633 15 4317531034
2935 936 22 4317531047
2696 824 15 4317531060
1964 663 7 4317531073
1161 408 14 4317531086
0 0 0 4317531099
0 0 0 4317531112
1528 586 15 4317531125
3689 1323 37 4317531138
3213 1176 29 4317531151
3286 1217 29 4317531164
2558 1110 22 4317531177
2544 1224 36 4317531190
2219 1010 22 4317531203
