26342 3 99 4295439725
23564 0 76 4295439738
0 0 0 4295439751
0 0 0 4295439764
0 0 0 4295439777
0 0 0 4295439790
0 0 0 4295439803
0 0 0 4295439816
0 0 0 4295439829
0 0 0 4295439842
0 0 0 4295439855
0 0 0 4295439868
0 0 0 4295439881
0 0 0 4295439894
0 0 0 4295439907
0 0 0 4295439920
0 0 0 4295439933
0 0 0 4295439946
0 0 0 4295439959
2017 0 7 4295439972
0 0 0 4295439985
28853 0 100 4295439998
8678 0 23 4295440011
0 0 0 4295440024
0 0 0 4295440037
0 0 0 4295440050
0 0 0 4295440063
0 0 0 4295440076
0 0 0 4295440089
0 0 0 4295440102
0 0 0 4295440115
0 0 0 4295440128
0 0 0 4295440141
0 0 0 4295440154
0 0 0 4295440167
0 0 0 4295440180
0 0 0 4295440193
0 0 0 4295440206
1944 0 7 4295440219
0 0 0 4295440232
0 0 0 4295440245
14420 0 53 4295440258
16459 0 46 4295440271
0 0 0 4295440284
0 0 0 4295440297
0 0 0 4295440310
0 0 0 4295440323
0 0 0 4295440336
0 0 0 4295440349
0 0 0 4295440362
0 0 0 4295440375
0 0 0 4295440388
0 0 0 4295440401
0 0 0 4295440414
0 0 0 4295440427
0 0 0 4295440440
0 0 0 4295440453
0 0 0 4295440466
1942 0 7 4295440479
0 0 0 4295440492
0 0 0 4295440505
7420 0 30 4295440518
18069 0 53 4295440531
0 0 0 4295440544
0 0 0 4295440557
0 0 0 4295440570
0 0 0 4295440583
0 0 0 4295440596
0 0 0 4295440609
0 0 0 4295440622
0 0 0 4295440635
0 0 0 4295440648
0 0 0 4295440661
0 0 0 4295440674
0 0 0 4295440687
0 0 0 4295440700
0 0 0 4295440713
1951 0 0 4295440726
0 0 0 4295440739
0 0 0 4295440752
0 0 0 4295440765
6555 0 23 4295440778
14739 0 46 4295440791
0 0 0 4295440804
0 0 0 4295440817
0 0 0 4295440830
0 0 0 4295440843
0 0 0 4295440856
0 0 0 4295440869
0 0 0 4295440882
0 0 0 4295440895
0 0 0 4295440908
0 0 0 4295440921
0 0 0 4295440934
0 0 0 4295440947
0 0 0 4295440960
1933 0 7 4295440973
0 0 0 4295440986
0 0 0 4295440999
0 0 0 4295441012
0 0 0 4295441025
8476 0 30 4295441038
9098 0 30 4295441051
0 0 0 4295441064
